cohort,label,cardName,offeredGames,keptGames,notKeptGames,keepRate,avgEloGainOffered,avgEloGainKept,avgEloGainNotKept,stddevEloGainOffered,stddevEloGainKept,stddevEloGainNotKept,avgEloDeltaOffered,avgEloDeltaKept,avgEloDeltaNotKept
tfmstats_reference,TFMStats reference,Colonizer Training Camp,17503,11673,5830,66.69142432725819,-0.1949951436896532,-0.3413004369056798,0.09794168096054888,8.148025881588227,7.863829202153676,8.68245268408962,-0.34519172486335925,-0.49149701807938584,-0.05225490021315714
tfmstats_reference,TFMStats reference,Comet,17452,15191,2261,87.04446481778592,0.22037588815035525,0.28141662826673686,-0.18973905351614329,8.137993977764504,8.267053290397046,7.199483817105345,0.07017930697664923,0.13122004709303084,-0.33993563468984933
tfmstats_reference,TFMStats reference,Commercial District,17411,11179,6232,64.20653609786916,0.18511285968640515,0.09902495750961625,0.3395378690629012,7.987707317732197,7.9976030772038635,7.968235947986438,0.03491627851269913,-0.05117162366408977,0.18934128788919516
tfmstats_reference,TFMStats reference,Convoy From Europa,17376,15052,2324,86.62523020257827,0.07930478821362799,0.06450969970768004,0.1751290877796902,8.049117983770193,8.082157206098199,7.8327799578963075,-0.07089179296007803,-0.08568688146602597,0.024932506605984173
tfmstats_reference,TFMStats reference,Corporate Stronghold,17291,8386,8905,48.49921924700711,0.17986235613903187,0.2127355115668972,0.14890510948905109,8.124446426209875,8.0906940207446,8.156437052361188,0.029665774965325853,0.0625389303931912,-0.0012914716846549323
tfmstats_reference,TFMStats reference,Cupola City,17239,14859,2380,86.19409478508034,0.11624804222982772,0.10485227808062454,0.18739495798319328,8.131828888952782,8.068961085695818,8.515258955383208,-0.033948538943878295,-0.045344303093081476,0.03719837680948726
tfmstats_reference,TFMStats reference,Decomposers,17426,12450,4976,71.44496729025595,-0.08923447721795019,0.0278714859437751,-0.3822347266881029,8.019381974519769,8.121899068878484,7.750000674985727,-0.2394310583916562,-0.12232509522993092,-0.5324313078618089
tfmstats_reference,TFMStats reference,Deep Well Heating,17541,11875,5666,67.69853486118237,0.1258765178724132,-0.0050526315789473685,0.400282386163078,8.02900977608841,7.851695604824414,8.382558275303975,-0.024320063301292827,-0.15524921275265338,0.25008580498937194
tfmstats_reference,TFMStats reference,Deimos Down,17475,15664,1811,89.63662374821173,0.6617453505007153,0.7880490296220634,-0.43070127001656544,8.130360204461937,8.268403071675994,6.724411412530114,0.5115487693270092,0.6378524484483573,-0.5808978511902715
tfmstats_reference,TFMStats reference,Designed Microorganisms,17406,13971,3435,80.2654257152706,0.3556244972997817,0.3252451506692434,0.4791848617176128,7.917198194711042,7.918943725230114,7.910044294006382,0.20542791612607567,0.1750485694955374,0.32898828054390683
tfmstats_reference,TFMStats reference,Development Center,17362,16190,1172,93.2496256191683,1.0,1.1122297714638665,-0.5503412969283277,8.133668163994024,8.214265272249948,6.739259403259724,0.849803418826294,0.9620331902901604,-0.7005378781020337
tfmstats_reference,TFMStats reference,Domed Crater,17225,14105,3120,81.88679245283019,0.01497822931785196,-0.09308755760368663,0.503525641025641,8.052912768996949,7.956867452140986,8.457652677680187,-0.13521835185585407,-0.24328413877739263,0.35332905985193497
tfmstats_reference,TFMStats reference,Dust Seals,17342,2713,14629,15.644101026409873,-0.16163072309998847,-0.8024327312937707,-0.042791715086472074,8.011906359202525,6.863559237529014,8.201935969611107,-0.3118273042736945,-0.9526293124674767,-0.1929882962601781
